sample_name,split,part_name,ground_truth,predicted,prediction_probability,correct,source_file,ground_truth_rms_db,mixture_file_path,pt_file_path,processing_timestamp
sample000003,test,pump,faulty,abnormal,0.999,False,D:\machine_sounds\pump_faulty\sample178.wav,-12.013,test2\sample000003\mixture.wav,output\2025-07-29_11-37-55_mic_1_pump.pt,2025-07-29 11:37:55
sample000003,test,slider,normal,abnormal,0.999,False,D:\machine_sounds\slider_normal\sample123.wav,-12.002,test2\sample000003\mixture.wav,output\2025-07-29_11-37-55_mic_1_slider.pt,2025-07-29 11:37:55
sample000003,test,bearing,faulty,abnormal,1.0,False,D:\machine_sounds\bearing_faulty\sample263.wav,-12.0,test2\sample000003\mixture.wav,output\2025-07-29_11-37-55_mic_1_bearing.pt,2025-07-29 11:37:55
sample000003,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample2965.wav,-12.0,test2\sample000003\mixture.wav,output\2025-07-29_11-37-55_mic_1_gearbox.pt,2025-07-29 11:37:55
sample000004,test,fan,faulty,normal,0.005,False,D:\machine_sounds\fan_faulty\sample045.wav,-12.0,test2\sample000004\mixture.wav,output\2025-07-29_11-37-56_mic_1_fan.pt,2025-07-29 11:37:57
sample000004,test,pump,normal,normal,0.143,True,D:\machine_sounds\pump_normal\sample1329.wav,-12.0,test2\sample000004\mixture.wav,output\2025-07-29_11-37-56_mic_1_pump.pt,2025-07-29 11:37:57
sample000004,test,slider,faulty,normal,0.213,False,D:\machine_sounds\slider_faulty\sample243.wav,-12.021,test2\sample000004\mixture.wav,output\2025-07-29_11-37-56_mic_1_slider.pt,2025-07-29 11:37:57
sample000004,test,bearing,normal,normal,0.002,True,D:\machine_sounds\bearing_normal\sample1697.wav,-12.0,test2\sample000004\mixture.wav,output\2025-07-29_11-37-56_mic_1_bearing.pt,2025-07-29 11:37:57
sample000004,test,gearbox,faulty,normal,0.371,False,D:\machine_sounds\gearbox_faulty\sample295.wav,-12.0,test2\sample000004\mixture.wav,output\2025-07-29_11-37-56_mic_1_gearbox.pt,2025-07-29 11:37:57
sample000005,test,fan,normal,abnormal,1.0,False,D:\machine_sounds\fan_normal\sample2821.wav,-12.001,test2\sample000005\mixture.wav,output\2025-07-29_11-37-57_mic_1_fan.pt,2025-07-29 11:37:58
sample000005,test,pump,faulty,abnormal,0.988,False,D:\machine_sounds\pump_faulty\sample178.wav,-12.0,test2\sample000005\mixture.wav,output\2025-07-29_11-37-57_mic_1_pump.pt,2025-07-29 11:37:58
sample000005,test,slider,normal,abnormal,0.999,False,D:\machine_sounds\slider_normal\sample1310.wav,-12.0,test2\sample000005\mixture.wav,output\2025-07-29_11-37-57_mic_1_slider.pt,2025-07-29 11:37:58
sample000005,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample1338.wav,-12.0,test2\sample000005\mixture.wav,output\2025-07-29_11-37-57_mic_1_bearing.pt,2025-07-29 11:37:58
sample000005,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample718.wav,-12.001,test2\sample000005\mixture.wav,output\2025-07-29_11-37-57_mic_1_gearbox.pt,2025-07-29 11:37:58
sample000006,test,fan,faulty,normal,0.0,False,D:\machine_sounds\fan_faulty\sample045.wav,-12.0,test2\sample000006\mixture.wav,output\2025-07-29_11-37-58_mic_1_fan.pt,2025-07-29 11:37:59
sample000006,test,pump,normal,normal,0.153,True,D:\machine_sounds\pump_normal\sample3045.wav,-12.001,test2\sample000006\mixture.wav,output\2025-07-29_11-37-58_mic_1_pump.pt,2025-07-29 11:37:59
sample000006,test,slider,faulty,abnormal,1.0,False,D:\machine_sounds\slider_faulty\sample243.wav,-12.069,test2\sample000006\mixture.wav,output\2025-07-29_11-37-58_mic_1_slider.pt,2025-07-29 11:37:59
sample000006,test,bearing,faulty,abnormal,0.993,False,D:\machine_sounds\bearing_faulty\sample263.wav,-12.0,test2\sample000006\mixture.wav,output\2025-07-29_11-37-58_mic_1_bearing.pt,2025-07-29 11:37:59
sample000006,test,gearbox,faulty,abnormal,0.978,False,D:\machine_sounds\gearbox_faulty\sample295.wav,-12.003,test2\sample000006\mixture.wav,output\2025-07-29_11-37-58_mic_1_gearbox.pt,2025-07-29 11:37:59
sample000007,test,fan,normal,abnormal,0.978,False,D:\machine_sounds\fan_normal\sample1279.wav,-12.001,test2\sample000007\mixture.wav,output\2025-07-29_11-37-59_mic_1_fan.pt,2025-07-29 11:38:00
sample000007,test,pump,normal,normal,0.128,True,D:\machine_sounds\pump_normal\sample2013.wav,-12.0,test2\sample000007\mixture.wav,output\2025-07-29_11-37-59_mic_1_pump.pt,2025-07-29 11:38:00
sample000007,test,slider,faulty,abnormal,0.878,False,D:\machine_sounds\slider_faulty\sample243.wav,-12.069,test2\sample000007\mixture.wav,output\2025-07-29_11-37-59_mic_1_slider.pt,2025-07-29 11:38:00
sample000007,test,bearing,faulty,abnormal,0.727,False,D:\machine_sounds\bearing_faulty\sample263.wav,-12.0,test2\sample000007\mixture.wav,output\2025-07-29_11-37-59_mic_1_bearing.pt,2025-07-29 11:38:00
sample000007,test,gearbox,faulty,abnormal,0.974,False,D:\machine_sounds\gearbox_faulty\sample295.wav,-12.0,test2\sample000007\mixture.wav,output\2025-07-29_11-37-59_mic_1_gearbox.pt,2025-07-29 11:38:00
sample000008,test,fan,faulty,abnormal,0.988,False,D:\machine_sounds\fan_faulty\sample045.wav,-12.0,test2\sample000008\mixture.wav,output\2025-07-29_11-38-00_mic_1_fan.pt,2025-07-29 11:38:01
sample000008,test,pump,faulty,normal,0.076,False,D:\machine_sounds\pump_faulty\sample178.wav,-12.0,test2\sample000008\mixture.wav,output\2025-07-29_11-38-00_mic_1_pump.pt,2025-07-29 11:38:01
sample000008,test,slider,faulty,abnormal,0.94,False,D:\machine_sounds\slider_faulty\sample243.wav,-12.069,test2\sample000008\mixture.wav,output\2025-07-29_11-38-00_mic_1_slider.pt,2025-07-29 11:38:01
sample000008,test,bearing,faulty,abnormal,1.0,False,D:\machine_sounds\bearing_faulty\sample263.wav,-12.0,test2\sample000008\mixture.wav,output\2025-07-29_11-38-00_mic_1_bearing.pt,2025-07-29 11:38:01
sample000008,test,gearbox,normal,abnormal,0.969,False,D:\machine_sounds\gearbox_normal\sample573.wav,-12.001,test2\sample000008\mixture.wav,output\2025-07-29_11-38-00_mic_1_gearbox.pt,2025-07-29 11:38:01
sample000009,test,fan,faulty,abnormal,1.0,False,D:\machine_sounds\fan_faulty\sample258.wav,-12.005,test2\sample000009\mixture.wav,output\2025-07-29_11-38-01_mic_1_fan.pt,2025-07-29 11:38:02
sample000009,test,pump,faulty,abnormal,1.0,False,D:\machine_sounds\pump_faulty\sample178.wav,-12.0,test2\sample000009\mixture.wav,output\2025-07-29_11-38-01_mic_1_pump.pt,2025-07-29 11:38:02
sample000009,test,slider,faulty,abnormal,1.0,False,D:\machine_sounds\slider_faulty\sample735.wav,-12.002,test2\sample000009\mixture.wav,output\2025-07-29_11-38-01_mic_1_slider.pt,2025-07-29 11:38:02
sample000009,test,bearing,faulty,abnormal,1.0,False,D:\machine_sounds\bearing_faulty\sample224.wav,-12.0,test2\sample000009\mixture.wav,output\2025-07-29_11-38-01_mic_1_bearing.pt,2025-07-29 11:38:02
sample000009,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample2996.wav,-12.016,test2\sample000009\mixture.wav,output\2025-07-29_11-38-01_mic_1_gearbox.pt,2025-07-29 11:38:02
sample000010,test,fan,normal,abnormal,0.991,False,D:\machine_sounds\fan_normal\sample3327.wav,-12.002,test2\sample000010\mixture.wav,output\2025-07-29_11-38-02_mic_1_fan.pt,2025-07-29 11:38:03
sample000010,test,pump,normal,abnormal,0.956,False,D:\machine_sounds\pump_normal\sample1512.wav,-12.005,test2\sample000010\mixture.wav,output\2025-07-29_11-38-02_mic_1_pump.pt,2025-07-29 11:38:03
sample000010,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample760.wav,-12.003,test2\sample000010\mixture.wav,output\2025-07-29_11-38-02_mic_1_slider.pt,2025-07-29 11:38:03
sample000010,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample220.wav,-12.0,test2\sample000010\mixture.wav,output\2025-07-29_11-38-02_mic_1_bearing.pt,2025-07-29 11:38:03
sample000010,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample1370.wav,-12.0,test2\sample000010\mixture.wav,output\2025-07-29_11-38-02_mic_1_gearbox.pt,2025-07-29 11:38:03
sample000011,test,fan,normal,abnormal,1.0,False,D:\machine_sounds\fan_normal\sample962.wav,-12.04,test2\sample000011\mixture.wav,output\2025-07-29_11-38-03_mic_1_fan.pt,2025-07-29 11:38:04
sample000011,test,pump,faulty,abnormal,0.999,False,D:\machine_sounds\pump_faulty\sample101.wav,-12.0,test2\sample000011\mixture.wav,output\2025-07-29_11-38-03_mic_1_pump.pt,2025-07-29 11:38:04
sample000011,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample027.wav,-12.0,test2\sample000011\mixture.wav,output\2025-07-29_11-38-03_mic_1_slider.pt,2025-07-29 11:38:04
sample000011,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample253.wav,-12.0,test2\sample000011\mixture.wav,output\2025-07-29_11-38-03_mic_1_bearing.pt,2025-07-29 11:38:04
sample000011,test,gearbox,faulty,abnormal,1.0,False,D:\machine_sounds\gearbox_faulty\sample197.wav,-12.001,test2\sample000011\mixture.wav,output\2025-07-29_11-38-03_mic_1_gearbox.pt,2025-07-29 11:38:04
sample000012,test,fan,normal,abnormal,1.0,False,D:\machine_sounds\fan_normal\sample306.wav,-12.001,test2\sample000012\mixture.wav,output\2025-07-29_11-38-04_mic_1_fan.pt,2025-07-29 11:38:05
sample000012,test,pump,faulty,abnormal,1.0,False,D:\machine_sounds\pump_faulty\sample101.wav,-12.0,test2\sample000012\mixture.wav,output\2025-07-29_11-38-04_mic_1_pump.pt,2025-07-29 11:38:05
sample000012,test,slider,faulty,abnormal,1.0,False,D:\machine_sounds\slider_faulty\sample735.wav,-12.001,test2\sample000012\mixture.wav,output\2025-07-29_11-38-04_mic_1_slider.pt,2025-07-29 11:38:05
sample000012,test,bearing,normal,abnormal,0.997,False,D:\machine_sounds\bearing_normal\sample053.wav,-12.0,test2\sample000012\mixture.wav,output\2025-07-29_11-38-04_mic_1_bearing.pt,2025-07-29 11:38:05
sample000012,test,gearbox,normal,abnormal,0.785,False,D:\machine_sounds\gearbox_normal\sample702.wav,-12.004,test2\sample000012\mixture.wav,output\2025-07-29_11-38-04_mic_1_gearbox.pt,2025-07-29 11:38:05
sample000013,test,fan,normal,abnormal,0.863,False,D:\machine_sounds\fan_normal\sample2651.wav,-12.0,test2\sample000013\mixture.wav,output\2025-07-29_11-38-05_mic_1_fan.pt,2025-07-29 11:38:06
sample000013,test,pump,faulty,normal,0.452,False,D:\machine_sounds\pump_faulty\sample101.wav,-12.0,test2\sample000013\mixture.wav,output\2025-07-29_11-38-05_mic_1_pump.pt,2025-07-29 11:38:06
sample000013,test,slider,faulty,abnormal,0.798,False,D:\machine_sounds\slider_faulty\sample735.wav,-12.002,test2\sample000013\mixture.wav,output\2025-07-29_11-38-05_mic_1_slider.pt,2025-07-29 11:38:06
sample000013,test,bearing,faulty,normal,0.035,False,D:\machine_sounds\bearing_faulty\sample224.wav,-12.0,test2\sample000013\mixture.wav,output\2025-07-29_11-38-05_mic_1_bearing.pt,2025-07-29 11:38:06
sample000013,test,gearbox,normal,abnormal,0.999,False,D:\machine_sounds\gearbox_normal\sample1961.wav,-12.072,test2\sample000013\mixture.wav,output\2025-07-29_11-38-05_mic_1_gearbox.pt,2025-07-29 11:38:06
sample000014,test,fan,faulty,abnormal,1.0,False,D:\machine_sounds\fan_faulty\sample258.wav,-12.003,test2\sample000014\mixture.wav,output\2025-07-29_11-38-06_mic_1_fan.pt,2025-07-29 11:38:07
sample000014,test,pump,normal,abnormal,1.0,False,D:\machine_sounds\pump_normal\sample3367.wav,-12.0,test2\sample000014\mixture.wav,output\2025-07-29_11-38-06_mic_1_pump.pt,2025-07-29 11:38:07
sample000014,test,slider,faulty,abnormal,0.999,False,D:\machine_sounds\slider_faulty\sample735.wav,-12.001,test2\sample000014\mixture.wav,output\2025-07-29_11-38-06_mic_1_slider.pt,2025-07-29 11:38:07
sample000014,test,bearing,faulty,abnormal,0.997,False,D:\machine_sounds\bearing_faulty\sample224.wav,-12.0,test2\sample000014\mixture.wav,output\2025-07-29_11-38-06_mic_1_bearing.pt,2025-07-29 11:38:07
sample000014,test,gearbox,normal,abnormal,0.999,False,D:\machine_sounds\gearbox_normal\sample1569.wav,-12.019,test2\sample000014\mixture.wav,output\2025-07-29_11-38-06_mic_1_gearbox.pt,2025-07-29 11:38:07
sample000015,test,fan,faulty,abnormal,0.991,False,D:\machine_sounds\fan_faulty\sample258.wav,-12.0,test2\sample000015\mixture.wav,output\2025-07-29_11-38-07_mic_1_fan.pt,2025-07-29 11:38:08
sample000015,test,pump,faulty,abnormal,1.0,False,D:\machine_sounds\pump_faulty\sample101.wav,-12.003,test2\sample000015\mixture.wav,output\2025-07-29_11-38-07_mic_1_pump.pt,2025-07-29 11:38:08
sample000015,test,slider,faulty,abnormal,0.998,False,D:\machine_sounds\slider_faulty\sample735.wav,-12.001,test2\sample000015\mixture.wav,output\2025-07-29_11-38-07_mic_1_slider.pt,2025-07-29 11:38:08
sample000015,test,bearing,faulty,abnormal,0.733,False,D:\machine_sounds\bearing_faulty\sample224.wav,-12.0,test2\sample000015\mixture.wav,output\2025-07-29_11-38-07_mic_1_bearing.pt,2025-07-29 11:38:08
sample000015,test,gearbox,faulty,abnormal,0.999,False,D:\machine_sounds\gearbox_faulty\sample197.wav,-12.001,test2\sample000015\mixture.wav,output\2025-07-29_11-38-07_mic_1_gearbox.pt,2025-07-29 11:38:08
sample000016,test,fan,normal,abnormal,1.0,False,D:\machine_sounds\fan_normal\sample4011.wav,-12.0,test2\sample000016\mixture.wav,output\2025-07-29_11-38-08_mic_1_fan.pt,2025-07-29 11:38:09
sample000016,test,pump,faulty,abnormal,1.0,False,D:\machine_sounds\pump_faulty\sample101.wav,-12.0,test2\sample000016\mixture.wav,output\2025-07-29_11-38-08_mic_1_pump.pt,2025-07-29 11:38:09
sample000016,test,slider,faulty,abnormal,0.78,False,D:\machine_sounds\slider_faulty\sample506.wav,-12.0,test2\sample000016\mixture.wav,output\2025-07-29_11-38-08_mic_1_slider.pt,2025-07-29 11:38:09
sample000016,test,bearing,normal,abnormal,0.994,False,D:\machine_sounds\bearing_normal\sample647.wav,-12.009,test2\sample000016\mixture.wav,output\2025-07-29_11-38-08_mic_1_bearing.pt,2025-07-29 11:38:09
sample000016,test,gearbox,faulty,abnormal,0.999,False,D:\machine_sounds\gearbox_faulty\sample197.wav,-12.001,test2\sample000016\mixture.wav,output\2025-07-29_11-38-08_mic_1_gearbox.pt,2025-07-29 11:38:09
sample000017,test,fan,normal,normal,0.024,True,D:\machine_sounds\fan_normal\sample2375.wav,-12.001,test2\sample000017\mixture.wav,output\2025-07-29_11-38-09_mic_1_fan.pt,2025-07-29 11:38:10
sample000017,test,pump,faulty,abnormal,0.98,False,D:\machine_sounds\pump_faulty\sample012.wav,-12.135,test2\sample000017\mixture.wav,output\2025-07-29_11-38-09_mic_1_pump.pt,2025-07-29 11:38:10
sample000017,test,slider,normal,abnormal,0.925,False,D:\machine_sounds\slider_normal\sample449.wav,-12.002,test2\sample000017\mixture.wav,output\2025-07-29_11-38-09_mic_1_slider.pt,2025-07-29 11:38:10
sample000017,test,bearing,faulty,normal,0.038,False,D:\machine_sounds\bearing_faulty\sample224.wav,-12.001,test2\sample000017\mixture.wav,output\2025-07-29_11-38-09_mic_1_bearing.pt,2025-07-29 11:38:10
sample000017,test,gearbox,faulty,abnormal,0.567,False,D:\machine_sounds\gearbox_faulty\sample197.wav,-12.001,test2\sample000017\mixture.wav,output\2025-07-29_11-38-09_mic_1_gearbox.pt,2025-07-29 11:38:10
sample000018,test,fan,normal,normal,0.497,True,D:\machine_sounds\fan_normal\sample2535.wav,-12.0,test2\sample000018\mixture.wav,output\2025-07-29_11-38-11_mic_1_fan.pt,2025-07-29 11:38:11
sample000018,test,pump,faulty,normal,0.007,False,D:\machine_sounds\pump_faulty\sample012.wav,-12.124,test2\sample000018\mixture.wav,output\2025-07-29_11-38-11_mic_1_pump.pt,2025-07-29 11:38:11
sample000018,test,slider,normal,abnormal,0.998,False,D:\machine_sounds\slider_normal\sample2333.wav,-12.0,test2\sample000018\mixture.wav,output\2025-07-29_11-38-11_mic_1_slider.pt,2025-07-29 11:38:11
sample000018,test,bearing,faulty,normal,0.225,False,D:\machine_sounds\bearing_faulty\sample279.wav,-12.0,test2\sample000018\mixture.wav,output\2025-07-29_11-38-11_mic_1_bearing.pt,2025-07-29 11:38:11
sample000018,test,gearbox,faulty,abnormal,0.974,False,D:\machine_sounds\gearbox_faulty\sample197.wav,-12.001,test2\sample000018\mixture.wav,output\2025-07-29_11-38-11_mic_1_gearbox.pt,2025-07-29 11:38:11
sample000019,test,fan,faulty,abnormal,1.0,False,D:\machine_sounds\fan_faulty\sample258.wav,-12.0,test2\sample000019\mixture.wav,output\2025-07-29_11-38-12_mic_1_fan.pt,2025-07-29 11:38:12
sample000019,test,pump,normal,abnormal,1.0,False,D:\machine_sounds\pump_normal\sample3539.wav,-12.0,test2\sample000019\mixture.wav,output\2025-07-29_11-38-12_mic_1_pump.pt,2025-07-29 11:38:12
sample000019,test,slider,faulty,abnormal,1.0,False,D:\machine_sounds\slider_faulty\sample506.wav,-12.001,test2\sample000019\mixture.wav,output\2025-07-29_11-38-12_mic_1_slider.pt,2025-07-29 11:38:12
sample000019,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample2775.wav,-12.0,test2\sample000019\mixture.wav,output\2025-07-29_11-38-12_mic_1_bearing.pt,2025-07-29 11:38:12
sample000019,test,gearbox,normal,abnormal,0.999,False,D:\machine_sounds\gearbox_normal\sample1117.wav,-12.001,test2\sample000019\mixture.wav,output\2025-07-29_11-38-12_mic_1_gearbox.pt,2025-07-29 11:38:12
sample000020,test,fan,normal,abnormal,1.0,False,D:\machine_sounds\fan_normal\sample3740.wav,-12.0,test2\sample000020\mixture.wav,output\2025-07-29_11-38-13_mic_1_fan.pt,2025-07-29 11:38:13
sample000020,test,pump,normal,abnormal,1.0,False,D:\machine_sounds\pump_normal\sample2085.wav,-12.001,test2\sample000020\mixture.wav,output\2025-07-29_11-38-13_mic_1_pump.pt,2025-07-29 11:38:13
sample000020,test,slider,normal,abnormal,0.994,False,D:\machine_sounds\slider_normal\sample2034.wav,-12.012,test2\sample000020\mixture.wav,output\2025-07-29_11-38-13_mic_1_slider.pt,2025-07-29 11:38:13
sample000020,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample2822.wav,-12.001,test2\sample000020\mixture.wav,output\2025-07-29_11-38-13_mic_1_bearing.pt,2025-07-29 11:38:13
sample000020,test,gearbox,faulty,abnormal,0.996,False,D:\machine_sounds\gearbox_faulty\sample230.wav,-12.001,test2\sample000020\mixture.wav,output\2025-07-29_11-38-13_mic_1_gearbox.pt,2025-07-29 11:38:13
sample000021,test,fan,faulty,abnormal,1.0,False,D:\machine_sounds\fan_faulty\sample258.wav,-12.002,test2\sample000021\mixture.wav,output\2025-07-29_11-38-14_mic_1_fan.pt,2025-07-29 11:38:14
sample000021,test,pump,normal,abnormal,0.997,False,D:\machine_sounds\pump_normal\sample2060.wav,-12.005,test2\sample000021\mixture.wav,output\2025-07-29_11-38-14_mic_1_pump.pt,2025-07-29 11:38:14
sample000021,test,slider,normal,normal,0.001,True,D:\machine_sounds\slider_normal\sample712.wav,-12.006,test2\sample000021\mixture.wav,output\2025-07-29_11-38-14_mic_1_slider.pt,2025-07-29 11:38:14
sample000021,test,bearing,faulty,abnormal,0.503,False,D:\machine_sounds\bearing_faulty\sample279.wav,-12.0,test2\sample000021\mixture.wav,output\2025-07-29_11-38-14_mic_1_bearing.pt,2025-07-29 11:38:14
sample000021,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample3258.wav,-12.001,test2\sample000021\mixture.wav,output\2025-07-29_11-38-14_mic_1_gearbox.pt,2025-07-29 11:38:14
sample000022,test,fan,faulty,abnormal,0.99,False,D:\machine_sounds\fan_faulty\sample974.wav,-12.0,test2\sample000022\mixture.wav,output\2025-07-29_11-38-15_mic_1_fan.pt,2025-07-29 11:38:16
sample000022,test,pump,faulty,normal,0.125,False,D:\machine_sounds\pump_faulty\sample012.wav,-12.135,test2\sample000022\mixture.wav,output\2025-07-29_11-38-15_mic_1_pump.pt,2025-07-29 11:38:16
sample000022,test,slider,normal,abnormal,0.808,False,D:\machine_sounds\slider_normal\sample2299.wav,-12.002,test2\sample000022\mixture.wav,output\2025-07-29_11-38-15_mic_1_slider.pt,2025-07-29 11:38:16
sample000022,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample3006.wav,-12.0,test2\sample000022\mixture.wav,output\2025-07-29_11-38-15_mic_1_bearing.pt,2025-07-29 11:38:16
sample000022,test,gearbox,normal,normal,0.28,True,D:\machine_sounds\gearbox_normal\sample2822.wav,-12.0,test2\sample000022\mixture.wav,output\2025-07-29_11-38-15_mic_1_gearbox.pt,2025-07-29 11:38:16
sample000023,test,fan,normal,abnormal,1.0,False,D:\machine_sounds\fan_normal\sample1970.wav,-12.001,test2\sample000023\mixture.wav,output\2025-07-29_11-38-16_mic_1_fan.pt,2025-07-29 11:38:17
sample000023,test,pump,faulty,abnormal,0.847,False,D:\machine_sounds\pump_faulty\sample012.wav,-12.11,test2\sample000023\mixture.wav,output\2025-07-29_11-38-16_mic_1_pump.pt,2025-07-29 11:38:17
sample000023,test,slider,normal,abnormal,0.999,False,D:\machine_sounds\slider_normal\sample1956.wav,-12.005,test2\sample000023\mixture.wav,output\2025-07-29_11-38-16_mic_1_slider.pt,2025-07-29 11:38:17
sample000023,test,bearing,normal,abnormal,0.997,False,D:\machine_sounds\bearing_normal\sample593.wav,-12.001,test2\sample000023\mixture.wav,output\2025-07-29_11-38-16_mic_1_bearing.pt,2025-07-29 11:38:17
sample000023,test,gearbox,faulty,abnormal,1.0,False,D:\machine_sounds\gearbox_faulty\sample230.wav,-12.001,test2\sample000023\mixture.wav,output\2025-07-29_11-38-16_mic_1_gearbox.pt,2025-07-29 11:38:17
sample000024,test,fan,faulty,abnormal,0.998,False,D:\machine_sounds\fan_faulty\sample974.wav,-12.0,test2\sample000024\mixture.wav,output\2025-07-29_11-38-17_mic_1_fan.pt,2025-07-29 11:38:18
sample000024,test,pump,normal,abnormal,1.0,False,D:\machine_sounds\pump_normal\sample812.wav,-12.016,test2\sample000024\mixture.wav,output\2025-07-29_11-38-17_mic_1_pump.pt,2025-07-29 11:38:18
sample000024,test,slider,faulty,abnormal,0.999,False,D:\machine_sounds\slider_faulty\sample506.wav,-12.0,test2\sample000024\mixture.wav,output\2025-07-29_11-38-17_mic_1_slider.pt,2025-07-29 11:38:18
sample000024,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample2861.wav,-12.0,test2\sample000024\mixture.wav,output\2025-07-29_11-38-17_mic_1_bearing.pt,2025-07-29 11:38:18
sample000024,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample836.wav,-12.001,test2\sample000024\mixture.wav,output\2025-07-29_11-38-17_mic_1_gearbox.pt,2025-07-29 11:38:18
sample000025,test,fan,normal,abnormal,0.998,False,D:\machine_sounds\fan_normal\sample3227.wav,-12.002,test2\sample000025\mixture.wav,output\2025-07-29_11-38-18_mic_1_fan.pt,2025-07-29 11:38:19
sample000025,test,pump,faulty,abnormal,0.998,False,D:\machine_sounds\pump_faulty\sample012.wav,-12.135,test2\sample000025\mixture.wav,output\2025-07-29_11-38-18_mic_1_pump.pt,2025-07-29 11:38:19
sample000025,test,slider,faulty,abnormal,1.0,False,D:\machine_sounds\slider_faulty\sample506.wav,-12.001,test2\sample000025\mixture.wav,output\2025-07-29_11-38-18_mic_1_slider.pt,2025-07-29 11:38:19
sample000025,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample1643.wav,-12.0,test2\sample000025\mixture.wav,output\2025-07-29_11-38-18_mic_1_bearing.pt,2025-07-29 11:38:19
sample000025,test,gearbox,faulty,abnormal,1.0,False,D:\machine_sounds\gearbox_faulty\sample230.wav,-12.001,test2\sample000025\mixture.wav,output\2025-07-29_11-38-18_mic_1_gearbox.pt,2025-07-29 11:38:19
sample000026,test,fan,faulty,abnormal,0.999,False,D:\machine_sounds\fan_faulty\sample974.wav,-12.0,test2\sample000026\mixture.wav,output\2025-07-29_11-38-19_mic_1_fan.pt,2025-07-29 11:38:20
sample000026,test,pump,normal,abnormal,1.0,False,D:\machine_sounds\pump_normal\sample631.wav,-12.004,test2\sample000026\mixture.wav,output\2025-07-29_11-38-19_mic_1_pump.pt,2025-07-29 11:38:20
